JongName,CurJuka,DungRak,Debi,PrevJuka,Volume,Money,StartJuka,HighJuka,LowJuka,High52,Low52,UpJuka,DownJuka,Per,Amount,FaceJuka
에스티아이,"17,950",5,300,"18,250","355,077","6,410,007,450","18,200","18,500","17,800","22,100","8,940","23,700","12,800",11.74,"15,830,000",500
에스티오,"1,890",2,60,"1,830","96,951","184,140,815","1,845","2,025","1,830","3,710","1,715","2,375","1,285",7,"12,500,976",500
에스티큐브,"10,100",2,130,"9,970","1,251,280","12,852,220,700","9,980","10,900","9,840","13,750","7,230","12,950","6,980",-23.17,"30,385,009",500
에스폴리텍,"7,990",2,210,"7,780","1,125,196","8,984,795,980","7,780","8,160","7,780","8,040","1,990","10,100","5,450",11.68,"16,334,678",500
에스퓨얼셀,"46,000",5,"1,000","47,000","334,217","15,541,576,200","47,700","48,050","45,650","52,600","9,930","61,100","32,900",170.37,"5,744,316",500
에스피지,"6,900",5,50,"6,950","224,356","1,546,716,060","6,910","6,980","6,800","8,140","3,505","9,030","4,870",18.65,"20,876,975",500
에쎈테크,"1,165",2,20,"1,145","233,377","270,991,015","1,155","1,175","1,145","1,695",811,"1,485",805,-166.43,"72,000,000",500
에쓰씨엔지니어링보통주,"1,165",3,0,"1,165","27,282","31,919,035","1,165","1,190","1,165","1,710",602,"1,510",820,-83.21,"25,016,587",500
에어부산보통주,"4,155",2,160,"3,995","1,314,990","5,389,852,475","3,995","4,210","3,990","9,320","2,095","5,190","2,800",-2.96,"52,070,000","1,000"
에이디칩스,686,2,12,674,"422,328","284,959,979",680,686,663,"2,090",510,876,472,-1.55,"45,444,459",500
에이디테크놀로지,"32,250",5,800,"33,050","313,895","10,263,149,200","33,100","33,550","32,200","34,550","11,200","42,950","23,150",40.16,"12,469,301",500
에이루트,"5,810",2,210,"5,600","402,393","2,259,005,930","5,550","6,040","5,100","6,180",520,"7,280","3,920",16.6,"7,941,116",500
에이자기관리부동산투자회사보통주,"6,380",2,40,"6,340","6,385","40,622,680","6,340","6,420","6,340","7,600","5,070","8,240","4,440",0,"3,792,775","5,000"
에이블씨엔씨보통주,"8,180",2,120,"8,060","120,132","982,678,490","8,110","8,270","8,080","13,250","5,790","10,450","5,650",-19.48,"27,033,459",500
에이비엘바이오,"37,050",2,"1,850","35,200","6,948,021","253,699,376,600","35,200","37,600","34,450","36,750","13,000","45,750","24,650",-45.29,"46,246,225",500
에이비온,"6,070",5,210,"6,280","14,391","87,871,480","6,280","6,280","6,050","11,200","4,690","7,220","5,340",0,"12,408,976",500
에이비프로바이오,775,2,8,767,"7,725,284","5,970,310,324",767,791,757,"1,610",528,997,537,-2.84,"227,860,821",500
에이스테크놀로지,"30,350",2,"2,750","27,600","21,521,442","672,334,043,800","27,700","34,600","27,300","27,600","5,070","35,850","19,350",-121.89,"40,957,928",500
에이스토리,"7,550",5,140,"7,690","83,591","636,077,590","7,700","7,720","7,530","11,500","4,120","9,990","5,390",-52.8,"9,318,240",500
에이씨티,"4,480",,0,"4,480",0,0,0,0,0,"4,480","4,480","5,820","3,140",-1493.33,"23,361,984",500
에이아이비트,181,,0,181,0,0,0,0,0,562,181,235,127,-1.31,"104,362,573",500
에이앤티앤,"1,010",,0,"1,010",0,0,0,0,0,"3,220","1,010","999,999,999","-99,999,999",-28.86,"44,661,760",100
에이에프더블류,"16,350",2,500,"15,850","692,015","10,874,145,800","15,900","16,350","15,050","16,900","6,130","20,600","11,100",26.63,"10,128,444",500
에이엔피보통주,176,5,2,178,"742,302","131,073,385",180,180,175,400,169,231,125,-2.35,"82,784,868",500
에이치시티,"13,800",2,100,"13,700","158,844","2,196,304,400","13,500","14,300","13,300","13,700","6,860","17,800","9,600",15.68,"6,927,600",500
에이치엔티일렉트로닉스,"1,920",,0,"1,920",0,0,0,0,0,"16,000","1,910","2,495","1,345",-68.57,"85,739,345",100
에이치엘비,"81,100",2,100,"81,000","491,142","39,943,332,200","81,000","82,200","80,900","185,000","25,600","105,300","56,700",-81.84,"52,654,740",500
에이치엘비생명과학,"16,550",2,50,"16,500","311,826","5,169,704,200","16,450","16,900","16,450","41,500","6,120","21,450","11,550",-96.22,"47,070,453",500
에이치엘비파워,"1,090",2,5,"1,085","1,265,032","1,370,460,910","1,080","1,100","1,070","3,190",714,"1,410",760,72.67,"91,115,377",500
에이치엘사이언스,"54,500",2,"1,400","53,100","58,569","3,163,537,500","53,100","55,000","52,800","87,400","36,700","69,000","37,200",13.97,"5,142,148",500
에이테크솔루션,"9,000",5,150,"9,150","111,605","1,007,698,770","9,230","9,230","8,940","10,350","3,220","11,850","6,410",62.07,"10,000,000",500
에이텍,"33,200",2,350,"32,850","1,554,308","50,607,687,550","32,200","33,500","31,500","32,850","6,070","42,700","23,000",42.08,"8,260,000",500
에이텍티앤,"19,200",2,50,"19,150","333,463","6,331,271,450","19,150","19,350","18,450","20,000","5,490","24,850","13,450",40,"5,340,000",500
에이티세미콘,589,3,0,589,"872,813","519,440,207",593,607,582,874,389,765,413,-4.43,"88,515,812",500
에이팩트,"6,700",5,70,"6,770","439,818","2,934,562,540","6,840","6,840","6,600","7,800","3,880","8,800","4,740",28.03,"17,553,680",500
에이프런티어,"1,205",,0,"1,205",0,0,0,0,0,"10,650","1,205","1,565",845,-4.62,"17,600,341",500
에이프로,"41,850",2,"1,350","40,500","347,698","14,292,449,100","40,650","41,900","40,100","56,100","38,950","52,600","28,350",27.12,"6,880,626",500
에이프로젠케이아이씨보통주,"2,725",2,15,"2,710","2,121,565","5,818,927,005","2,710","2,790","2,705","3,915","1,370","3,520","1,900",31.69,"178,678,039",500
에이프로젠제약보통주,"1,495",3,0,"1,495","3,588,121","5,387,621,935","1,495","1,515","1,490","2,300",709,"1,940","1,050",-31.15,"398,575,766",500
에이피티씨,"14,500",5,650,"15,150","246,007","3,591,133,600","15,200","15,300","14,200","16,350","5,000","19,650","10,650",22.1,"23,234,595",100
에치에프알,"37,150",5,100,"37,250","925,949","34,910,135,100","37,600","38,450","36,700","42,750","20,750","48,400","26,100",427.01,"11,982,020",500
에코바이오홀딩스,"8,720",5,120,"8,840","1,273,614","11,333,649,140","8,920","9,150","8,570","9,430","2,130","11,450","6,190",14.06,"11,610,994",500
에코프로,"42,450",2,350,"42,100","767,938","32,828,952,050","42,100","43,700","41,550","42,100","13,900","54,700","29,500",44.04,"22,090,191",500
에코프로비엠,"161,400",5,"1,000","162,400","280,219","45,147,545,800","160,900","163,100","159,000","162,400","45,150","211,100","113,700",92.23,"20,964,166",500
에코플라스틱,"1,460",5,45,"1,505","326,542","479,506,795","1,505","1,520","1,445","1,840",840,"1,955","1,055",-45.63,"25,669,370",500
에프알텍,"6,690",2,290,"6,400","1,131,720","7,724,390,900","6,410","7,270","6,360","7,450","1,890","8,320","4,480",-44.9,"11,400,000",500
에프앤리퍼블릭,486,5,9,495,"230,044","111,468,724",490,500,480,"1,150",361,643,347,-.69,"76,801,909",500
에프에스티,"24,250",5,500,"24,750","469,706","11,391,695,550","25,000","25,050","23,950","35,900","4,135","32,150","17,350",24.2,"20,233,814",500
에프엔씨엔터테인먼트,"5,770",2,70,"5,700","59,727","340,806,460","5,700","5,790","5,630","9,040","3,615","7,410","3,990",-11.52,"14,364,880",500
엑세스바이오,"20,750",2,"3,550","17,200","11,874,637","239,036,943,500","16,000","21,800","15,850","17,200","1,670","22,350","12,050",0,"33,577,659",0
엑셈,"3,975",2,70,"3,905","919,498","3,649,792,815","3,910","4,040","3,895","4,575","1,820","5,070","2,735",27.8,"33,882,273",100
엑스큐어,"5,450",5,20,"5,470","57,745","311,342,550","5,490","5,520","5,130","12,700","4,550","7,110","3,830",31.14,"7,366,074",500
엑시콘,"10,600",5,200,"10,800","174,789","1,849,725,350","10,800","10,900","10,450","13,300","4,155","14,000","7,600",-17.49,"10,374,180",500
엔브이에이치코리아,"2,930",2,25,"2,905","286,650","838,660,645","2,905","2,990","2,880","3,915","1,435","3,775","2,035",8.05,"29,591,785",500
엔씨소프트보통주,"840,000",5,"1,000","841,000","113,703","94,751,967,500","827,000","846,000","812,000","995,000","485,000","1,093,000","589,000",48.31,"21,954,022",500
엔에스,"8,630",2,100,"8,530","744,955","6,293,882,610","8,590","8,700","8,210","13,100","3,950","11,050","5,980",12.45,"9,800,000",500
엔에스쇼핑보통주,"12,150",5,300,"12,450","79,349","959,968,200","12,450","12,450","11,950","13,900","4,770","16,150","8,750",-53.29,"33,696,000",500
엔에스엔,"1,120",2,5,"1,115","408,339","455,290,790","1,115","1,130","1,090","2,820","1,115","1,445",785,-4.39,"43,106,126",500
엔에스컴퍼니,"8,050",,0,"8,050",0,0,0,0,0,"91,500","4,455","9,250","6,850",0,"3,939,700",500
NHN보통주,"79,800",5,"1,700","81,500","368,216","29,530,312,200","81,500","81,500","79,700","95,900","54,900","105,500","57,100",121.65,"19,565,025",500
엔지스테크널러지,"6,700",5,10,"6,710","182,906","1,221,470,610","6,740","6,890","6,460","7,580","2,650","8,720","4,700",-7.88,"10,046,564",500
엔케이 보통주,"1,020",2,15,"1,005","480,392","486,002,730","1,010","1,025","1,000","1,330",532,"1,305",705,-3.03,"79,983,352",500
엔케이맥스,"18,250",5,150,"18,400","385,387","7,068,070,900","18,400","18,400","17,750","18,400","6,010","23,900","12,900",-45.29,"32,709,634",500
엔터메이트,"1,970",2,10,"1,960","1,823,412","3,623,078,245","1,960","2,090","1,910","1,960",674,"2,545","1,375",75.77,"83,314,615",100
엔텔스,"9,280",2,90,"9,190","57,460","535,813,640","9,300","9,430","9,190","12,800","4,890","11,900","6,440",30.83,"6,899,227",500
엔피디,"4,270",2,130,"4,140","253,031","1,062,484,145","4,135","4,270","4,125","6,190","2,450","5,380","2,900",3.66,"21,535,185",500
엔피케이,"1,715",5,5,"1,720","40,050","68,841,385","1,720","1,740","1,705","2,065",967,"2,235","1,205",-38.11,"18,723,923",500
엘디티,"2,455",5,15,"2,470","39,374","98,113,240","2,470","2,540","2,455","3,225","1,665","3,210","1,730",-11.75,"6,678,400",500
엘브이엠씨홀딩스보통주,"3,755",2,10,"3,745","198,156","748,665,065","3,745","3,870","3,710","5,340","2,380","4,865","2,625",0,"51,120,439",0
엘아이에스,"9,000",2,10,"8,990","45,450","410,186,730","8,990","9,100","8,880","15,000","6,000","11,650","6,300",-67.67,"16,026,971",500
엘앤에프,"45,900",2,400,"45,500","847,181","39,323,069,900","45,700","47,700","44,850","45,650","13,800","59,100","31,850",-111.14,"24,758,729",500
엘앤케이바이오메드,"9,820",2,650,"9,170","486,599","4,643,970,570","9,170","9,920","9,050","10,150","4,100","11,900","6,420",-9.28,"12,466,416",500
엘엠에스,"8,810",2,200,"8,610","86,394","766,423,980","8,620","9,030","8,620","27,350","5,430","11,150","6,030",5.5,"8,895,755",500
엘오티베큠,"14,300",5,300,"14,600","569,344","8,273,144,400","14,600","15,100","14,100","16,850","6,810","18,950","10,250",100,"14,136,049",500
엘이티,"19,400",5,200,"19,600","60,419","1,176,542,550","19,700","19,900","19,200","26,300","16,650","25,450","13,750",12.46,"7,109,450",500
엘컴텍,"1,990",5,10,"2,000","2,584,262","5,170,948,335","2,040","2,050","1,970","2,585","1,225","2,600","1,400",153.08,"84,447,519",500
엠게임,"6,050",5,10,"6,060","1,277,993","7,870,588,260","6,060","6,360","6,040","6,220","2,095","7,870","4,250",14.9,"19,543,877",500
엠씨넥스,"36,550",5,200,"36,750","604,806","22,235,376,350","36,950","37,350","36,300","43,350","17,950","47,750","25,750",7.1,"17,863,482",500
엠아이텍,"4,065",5,25,"4,090","314,930","1,296,391,975","4,170","4,180","4,065","5,150","1,945","5,310","2,865",33.88,"30,423,558",500
엠앤씨생명과학,236,5,34,270,"3,084","784,838",255,266,236,648,181,310,230,,"11,358,092",100
엠에스오토텍,"6,270",2,70,"6,200","3,342,196","20,541,772,740","6,190","6,300","5,990","7,000","2,910","8,060","4,340",11.36,"34,284,846",500
엠에프엠코리아,"2,900",,0,"2,900",0,0,0,0,0,"3,260","2,845","3,335","2,465",0,"10,719,488",500
엠젠플러스,"4,075",,0,"4,075",0,0,0,0,0,"6,100","4,020","5,290","2,855",-3.63,"18,137,619",500
엠케이전자,"12,400",3,0,"12,400","1,132,582","13,994,365,600","12,800","12,900","12,050","12,400","5,020","16,100","8,700",36.9,"21,807,689",500
엠플러스,"25,700",2,50,"25,650","186,043","4,727,388,900","25,650","26,100","24,950","25,800","10,150","33,300","18,000",65.56,"5,183,713",500
연우,"17,050",2,300,"16,750","73,769","1,259,898,900","16,700","17,400","16,700","26,000","14,250","21,750","11,750",12.58,"12,398,000",500
영보화학보통주,"4,475",5,25,"4,500","196,395","870,831,330","4,495","4,505","4,365","4,830","1,740","5,850","3,150",17.02,"20,000,000",500
영신금속공업,"2,065",2,15,"2,050","531,420","1,124,803,125","2,100","2,175","2,020","2,050","1,135","2,665","1,435",4.59,"12,832,968",500
영우디에스피,"1,755",2,10,"1,745","501,056","865,332,895","1,735","1,760","1,690","2,645",914,"2,265","1,225",-24.72,"35,099,486",500
영풍정밀,"7,500",5,60,"7,560","119,088","889,061,940","7,570","7,640","7,410","9,000","4,755","9,820","5,300",9.39,"15,750,000",500
영풍제지보통주,"3,405",5,40,"3,445","45,931","157,423,320","3,420","3,460","3,400","4,045","2,250","4,475","2,415",6.6,"22,200,000",500
영화금속보통주,"2,140",2,45,"2,095","2,211,311","4,742,123,490","2,100","2,195","2,095","2,200",672,"2,720","1,470",356.67,"45,451,006",500
예림당,"2,295",2,55,"2,240","106,349","240,221,410","2,230","2,300","2,230","4,200","1,485","2,910","1,570",-3.24,"23,034,277",500
예선테크,"2,570",5,35,"2,605","1,119,881","2,890,018,420","2,595","2,670","2,530","4,555","1,430","3,385","1,825",-22.35,"33,000,440",100
예스이십사,"8,700",5,250,"8,950","337,099","2,957,566,050","8,750","9,030","8,610","8,950","3,050","11,600","6,270",0,"17,200,000",500
예스코홀딩스보통주,"34,650",2,50,"34,600","1,581","55,114,550","35,200","35,450","34,300","38,950","26,300","44,950","24,250",7.51,"6,000,000","5,000"
예스티,"8,910",5,360,"9,270","173,853","1,575,951,820","9,280","9,320","8,880","14,100","5,470","12,050","6,490",-3.79,"14,421,149",500
오가닉티코스메틱스홀딩스컴퍼니리미티드,747,2,3,744,"573,559","426,788,081",740,757,737,"1,990",623,967,521,,"56,925,000",0
오디텍,"4,910",2,30,"4,880","113,641","557,658,425","4,920","4,950","4,850","5,470","2,405","6,340","3,420",25.57,"11,746,609",500
오로라월드,"9,420",5,20,"9,440","71,420","672,624,050","9,400","9,620","9,370","13,900","6,200","12,250","6,610",25.6,"10,762,890",500
오르비텍,"3,440",5,150,"3,590","897,900","3,101,249,180","3,480","3,530","3,380","4,910","1,420","4,665","2,515",80,"23,790,573",500
오리엔탈정공,"1,505",2,105,"1,400","1,429,477","2,102,545,815","1,415","1,515","1,385","1,460",469,"1,820",980,19.55,"45,573,661",500
오리엔트바이오보통주,878,5,29,907,"4,982,308","4,374,722,108",907,912,851,907,272,"1,175",635,-3.5,"101,798,996",500
오리엔트정공,749,5,51,800,"24,583,273","18,360,974,617",800,800,716,800,177,"1,040",560,-22.03,"117,214,562",500
오리콤,"4,395",2,5,"4,390","27,845","121,547,105","4,390","4,440","4,325","5,750","2,520","5,700","3,075",8.26,"11,704,050","1,000"
오상자이엘,"13,800",2,350,"13,450","1,278,918","17,243,767,300","13,100","13,950","12,900","18,100","5,350","17,450","9,450",-16.47,"17,747,882",500
오성첨단소재,"2,275",2,10,"2,265","2,807,930","6,445,417,025","2,280","2,330","2,265","3,220","1,340","2,940","1,590",9.64,"61,966,225",500
오스코텍,"33,000",2,"3,600","29,400","2,736,676","87,708,435,200","29,250","33,850","28,800","31,700","15,100","38,200","20,600",-37.08,"29,200,311",500
주식회사 오스테오닉,"3,255",2,15,"3,240","75,544","246,200,485","3,240","3,340","3,200","6,350","1,800","4,210","2,270",81.38,"12,617,051",500
오스템,"2,285",3,0,"2,285","739,675","1,677,916,065","2,285","2,320","2,230","2,445",985,"2,970","1,600",-4.08,"26,000,000",500
오스템임플란트,"42,700",5,"1,750","44,450","321,079","13,859,716,650","43,900","44,550","42,300","52,000","22,800","57,700","31,150",-36.09,"14,285,717",500
오이솔루션,"67,400",5,600,"68,000","1,114,481","76,734,330,200","68,700","70,500","66,300","68,500","30,900","88,400","47,600",14.17,"10,624,095",500
오킨스전자,"8,530",5,270,"8,800","273,252","2,420,982,760","8,820","9,340","8,490","8,800","1,840","11,400","6,160",243.71,"7,338,234",500
오텍,"11,950",5,150,"12,100","305,620","3,663,275,650","12,150","12,200","11,900","13,250","6,730","15,700","8,500",16.62,"15,391,605",500
오파스넷,"8,610",2,40,"8,570","19,275","165,425,480","8,570","8,680","8,450","8,760","5,120","11,100","6,000",-2.92,"4,025,902",500
올릭스,"56,000",2,"1,300","54,700","107,340","5,888,562,200","55,000","56,000","54,200","57,900","19,850","71,100","38,300",-25.41,"6,568,921",500
옴니텔,"4,270",5,55,"4,325","682,607","2,885,551,760","4,320","4,385","4,135","5,090",974,"5,620","3,030",79.07,"40,494,755",500
옵트론텍,"6,950",5,340,"7,290","904,583","6,373,075,920","7,160","7,270","6,950","7,950","3,020","9,470","5,110",15.08,"23,675,951",500
옵티시스,"8,400",3,0,"8,400","24,263","203,180,800","8,400","8,490","8,250","9,470","4,080","10,900","5,880",14.51,"5,636,000",500
옵티팜,"25,650",2,800,"24,850","279,981","6,967,059,750","24,850","25,800","24,150","26,200","4,715","32,300","17,400",-557.61,"14,377,758",500
와이솔,"15,300",5,250,"15,550","617,875","9,467,972,100","15,600","15,650","15,200","16,350","7,460","20,200","10,900",12.46,"28,171,941",500
와이아이케이,"5,480",5,210,"5,690","1,052,448","5,797,560,390","5,690","5,690","5,460","6,100","1,825","7,390","3,990",-30.61,"64,380,402",100
와이엔텍,"13,000",2,350,"12,650","803,592","10,327,672,550","12,700","13,200","12,500","13,050","7,070","16,400","8,900",12.85,"18,199,659",500
와이엠티,"23,550",2,150,"23,400","296,115","6,958,983,950","23,550","24,750","22,650","39,050","12,600","30,400","16,400",26.17,"7,405,200",500
와이오엠,"1,580",2,15,"1,565","84,602","132,552,830","1,565","1,595","1,545","15,800",714,"2,030","1,100",-.77,"15,855,736",500
와이즈버즈,"1,975",2,30,"1,945","173,067","344,919,760","1,945","2,025","1,945","2,260","1,945","2,525","1,365",0,"47,239,312",100
와이지-원,"4,750",2,50,"4,700","234,967","1,121,489,830","4,760","4,830","4,705","8,140","3,190","6,110","3,290",115.85,"30,573,819",500
와이지엔터테인먼트,"45,700",2,100,"45,600","421,028","19,203,122,000","46,150","46,400","44,850","45,600","19,450","59,200","31,950",-38.31,"18,281,909",500
와토스 코리아,"5,310",2,30,"5,280","16,230","86,202,040","5,240","5,350","5,240","6,130","3,550","6,860","3,700",12.15,"7,200,000",500
우노앤컴퍼니,"3,090",5,20,"3,110","31,216","96,487,420","3,110","3,150","3,060","4,345","2,350","4,040","2,180",-83.51,"13,573,965",500
우리금융지주보통주,"9,050",2,160,"8,890","3,529,017","31,817,638,290","8,990","9,100","8,900","12,600","6,560","11,550","6,230",3.32,"722,267,683","5,000"
우리기술,729,2,1,728,"535,958","389,655,123",736,736,722,"1,200",546,946,510,-6.08,"104,606,484",500
우리기술투자,"2,820",5,85,"2,905","1,431,810","4,095,284,470","2,935","2,940","2,820","3,205","1,165","3,775","2,035",20.14,"84,000,000",500
우리넷,"10,550",2,200,"10,350","146,961","1,529,149,400","10,400","10,550","10,200","15,050","3,900","13,450","7,250",37.28,"9,136,944",500
우리로,"1,680",2,5,"1,675","295,564","496,282,170","1,670","1,700","1,655","3,000","1,510","2,175","1,175",-4.93,"27,519,580",500
우리바이오,"1,230",5,25,"1,255","216,420","267,189,050","1,255","1,265","1,220","1,295",540,"1,630",880,11.5,"44,917,878",500
우리산업,"20,750",5,650,"21,400","198,927","4,185,259,150","21,600","21,650","20,750","25,600","11,250","27,800","15,000",25.87,"9,132,163",500
우리산업홀딩스,"5,620",5,170,"5,790","84,980","481,759,250","5,820","5,860","5,600","6,730","2,800","7,520","4,060",562,"18,887,341",500
우리손에프앤지 농업회사법인,"2,020",2,70,"1,950","2,813,717","5,653,417,620","1,970","2,035","1,970","2,930","1,005","2,535","1,365",33.11,"69,237,643",500
우리이앤엘,847,5,3,850,"97,412","82,376,907",851,854,840,"1,425",531,"1,105",595,8.56,"49,900,000",500
우리조명,"1,160",2,5,"1,155","138,789","160,888,600","1,155","1,180","1,130","1,435",662,"1,500",810,21.89,"24,923,346",500
우림기계,"3,235",2,85,"3,150","81,605","260,512,320","3,150","3,235","3,140","4,175","1,640","4,095","2,205",-64.7,"13,500,000",500
우신시스템보통주,"2,940",5,5,"2,945","70,111","208,021,850","2,995","3,015","2,940","5,370","2,600","3,825","2,065",8.47,"18,314,054",500
우정바이오,"8,540",5,20,"8,560","309,718","2,653,960,760","8,560","8,710","8,450","9,640","4,990","11,100","6,000",305,"11,222,940",500
우주일렉트로닉스,"26,400",5,900,"27,300","102,998","2,750,537,950","27,300","27,400","26,400","31,000","7,200","35,450","19,150",18.76,"9,934,220",500
우진보통주,"3,825",2,55,"3,770","329,794","1,268,280,210","3,815","3,940","3,760","6,660","2,850","4,900","2,640",-6.14,"20,202,234",500
우진비앤지,"3,820",5,20,"3,840","2,123,483","8,140,076,695","3,845","3,950","3,755","4,090","1,450","4,990","2,690",-7.35,"27,055,715",500
우진플라임 보통주,"3,420",5,20,"3,440","17,774","60,892,375","3,405","3,470","3,395","4,135","1,990","4,470","2,410",-2.51,"10,000,000",500
웅진보통주,"1,080",2,5,"1,075","181,649","195,472,915","1,080","1,090","1,065","1,760",934,"1,395",755,-.49,"79,378,330",500
원림보통주,"17,250",2,50,"17,200",468,"8,088,900","17,200","17,400","17,100","19,550","12,700","22,350","12,050",11.39,"2,200,000","5,000"
원익,"3,635",2,80,"3,555","321,977","1,180,852,870","3,700","3,790","3,575","4,400","1,920","4,620","2,490",1.41,"18,193,230",500
원익아이피에스,"37,250",2,950,"36,300","815,641","30,518,415,500","37,200","38,300","36,900","38,550","19,650","47,150","25,450",41.43,"49,083,901",500
원익큐엔씨,"14,650",3,0,"14,650","572,380","8,417,047,900","14,700","15,050","14,500","17,050","9,100","19,000","10,300",147.98,"26,288,000",500
원익머트리얼즈,"28,800",5,150,"28,950","85,433","2,463,335,700","29,250","29,250","28,650","30,550","15,500","37,600","20,300",12.92,"12,608,000",500
원익큐브,"1,645",2,45,"1,600","416,467","679,148,420","1,610","1,650","1,595","2,510",821,"2,080","1,120",15.23,"35,399,906",500
원익홀딩스,"4,710",5,25,"4,735","645,090","3,049,014,555","4,780","4,795","4,700","5,850","2,735","6,150","3,315",10.61,"77,237,981",500
원일특강,"8,900",5,70,"8,970","9,254","82,885,550","8,970","9,270","8,890","10,000","5,080","11,650","6,280",3.94,"4,400,000",500
원텍,"7,000",5,490,"7,490","7,198","51,718,030","8,000","8,000","7,000","23,500","3,250","8,610","6,370",0,"4,477,200",500
원풍,"4,045",5,75,"4,120","69,215","280,452,600","4,120","4,155","4,000","4,195","3,045","5,350","2,885",23.38,"12,000,000",500
월덱스,"12,900",5,50,"12,950","476,157","6,085,544,150","13,050","13,100","12,550","14,000","4,790","16,800","9,100",10.93,"16,510,993",500
웨이브일렉트로닉스,"10,000",5,300,"10,300","122,031","1,256,988,150","10,650","10,650","9,910","25,600","7,010","13,350","7,250",-2.99,"11,007,614",500
웰바이오텍보통주,"2,730",5,200,"2,930","2,128,950","5,919,009,190","2,930","2,965","2,675","3,590","1,615","3,805","2,055",-7.42,"43,229,886",500
웰크론,"6,050",2,10,"6,040","670,346","4,079,631,810","6,030","6,160","6,030","9,190","2,765","7,850","4,230",-28.81,"28,231,302",500
웰크론한텍,"2,135",5,35,"2,170","503,264","1,086,975,055","2,195","2,215","2,100","2,920",987,"2,820","1,520",-21.14,"19,980,102",500
웹스,"2,110",5,40,"2,150","675,831","1,454,856,800","2,190","2,220","2,085","2,505",886,"2,795","1,505",-131.88,"13,698,476",500
웹젠,"36,100",5,"2,800","38,900","1,086,047","40,519,650,150","38,650","39,600","36,100","38,900","8,800","50,500","27,250",26.37,"35,310,884",500
웹케시,"61,500",2,"3,000","58,500","86,922","5,280,858,700","58,500","61,900","58,500","64,000","30,400","76,000","41,000",43.74,"6,763,655",500
위닉스,"21,150",2,100,"21,050","276,705","5,820,135,850","21,250","21,350","20,850","28,550","11,900","27,350","14,750",8.54,"17,873,425",500
위더스제약,"23,000",3,0,"23,000","112,437","2,592,750,800","23,000","23,400","22,800","34,400","23,000","29,900","16,100",20.57,"8,792,415",200
위메이드,"37,500",5,"1,700","39,200","150,991","5,759,353,350","39,100","39,400","37,400","43,500","14,050","50,900","27,450",-61.48,"16,800,000",500
위즈코프,981,2,1,980,"126,863","124,461,658",972,994,972,"1,315",600,"1,270",686,490.5,"38,830,772",500
위지트,678,2,1,677,"131,692","89,143,265",677,683,674,"1,045",394,880,474,21.87,"83,992,986",500
윈스,"17,750",2,350,"17,400","670,297","12,023,892,450","17,850","18,300","17,600","17,750","9,980","22,600","12,200",13.42,"12,149,063",500
윈팩,"1,820",5,55,"1,875","1,182,018","2,178,029,430","1,860","1,885","1,820","2,345","1,120","2,435","1,315",7.17,"37,808,697",500
윈하이텍,"2,610",2,5,"2,605","15,424","39,984,115","2,570","2,625","2,570","3,910","1,185","3,385","1,825",-3.86,"10,656,896",500
윌비스보통주,"1,285",2,20,"1,265","618,587","784,620,660","1,280","1,285","1,260","1,685",637,"1,640",890,-1.79,"64,894,721","1,000"
한국유나이티드제약 보통주,"26,100",2,650,"25,450","268,282","6,938,871,800","25,700","26,200","25,300","30,350","11,250","33,050","17,850",12.51,"16,244,822",500
유니드 보통주,"49,400",2,50,"49,350","76,464","3,780,479,550","49,550","50,900","48,700","49,800","30,000","64,100","34,550",6.5,"8,889,843","5,000"
유니셈,"7,330",5,170,"7,500","1,866,712","14,066,838,770","7,590","7,740","7,330","7,840","3,355","9,750","5,250",9.79,"30,664,223",500
유니슨,"2,095",2,15,"2,080","4,522,357","9,336,371,305","2,025","2,125","2,015","2,310",600,"2,700","1,460",-47.61,"108,972,799",500
유니온보통주,"9,930",2,750,"9,180","9,893,993","96,180,587,410","9,340","10,150","9,270","9,560","1,670","11,900","6,430",-9.03,"15,611,619",500
유니온머티리얼보통주,"5,490",2,160,"5,330","12,791,088","70,564,412,200","5,510","5,630","5,370","5,630",981,"6,920","3,740",96.32,"42,000,000",500
유니온커뮤니티,"3,380",2,80,"3,300","744,745","2,505,943,990","3,265","3,475","3,240","3,370","1,475","4,290","2,310",11.3,"14,679,007",500
유니켐보통주,"1,510",5,25,"1,535","763,815","1,153,592,550","1,550","1,550","1,485","2,095",985,"1,995","1,075",6.43,"68,710,343",500
유니퀘스트 보통주,"10,750",5,350,"11,100","411,256","4,479,222,200","11,100","11,100","10,750","12,500","3,675","14,400","7,800",11.28,"27,280,975",500
유니크,"7,410",5,100,"7,510","646,480","4,807,058,190","7,580","7,600","7,360","8,290","3,035","9,760","5,260",33.68,"19,320,695",500
유니트론텍,"6,480",5,60,"6,540","281,679","1,829,943,180","6,620","6,620","6,420","7,200","2,240","8,500","4,580",21.53,"11,851,631",500
유니포인트,"1,300",2,75,"1,225",1,"1,300","1,300","1,300","1,300","1,850","1,130","1,405","1,045",0,"5,981,670",500
유비벨록스,"9,040",2,510,"8,530","513,444","4,694,682,350","8,710","9,550","8,700","9,060","3,700","11,050","5,980",10.62,"7,115,697",500
유비케어,"11,550",3,0,"11,550","926,126","10,719,607,500","11,550","11,800","11,450","12,900","3,075","15,000","8,100",86.84,"52,197,139",500
