JongName,CurJuka,DungRak,Debi,PrevJuka,Volume,Money,StartJuka,HighJuka,LowJuka,High52,Low52,UpJuka,DownJuka,Per,Amount,FaceJuka
유비쿼스,"40,350",2,150,"40,200","175,938","7,215,111,800","40,450","41,650","40,150","43,700","14,900","52,200","28,150",18.55,"5,123,955",500
유성기업보통주,"2,575",2,35,"2,540","35,364","90,517,950","2,535","2,585","2,535","2,830","1,795","3,300","1,780",3.8,"25,947,500",500
유성티엔에스,"2,465",2,190,"2,275","763,910","1,835,326,165","2,270","2,475","2,255","3,250","1,315","2,955","1,595",2.67,"27,213,580",500
유수홀딩스보통주,"5,720",2,180,"5,540","48,450","273,580,740","5,560","5,760","5,560","7,500","3,710","7,200","3,880",35.09,"26,041,812","2,500"
유신,"16,000",2,500,"15,500","17,093","271,933,900","15,900","16,100","15,650","28,000","9,070","20,150","10,850",-7.8,"3,000,000","5,000"
유아이디,"1,055",,0,"1,055",0,0,0,0,0,"1,935",948,"1,370",740,-.85,"11,887,792",500
유아이엘,"4,090",5,10,"4,100","70,420","287,639,525","4,100","4,145","4,070","5,460","3,485","5,330","2,870",10.35,"21,784,936",500
유앤아이,"4,730",5,50,"4,780","17,753","83,693,430","4,780","4,865","4,670","7,260","2,580","6,210","3,350",-19.15,"7,764,894",500
유엔젤보통주,"3,110",2,10,"3,100","58,274","180,451,875","3,100","3,130","3,070","6,250","1,715","4,030","2,170",-7.18,"13,195,454",500
유유제약보통주,"17,350",2,300,"17,050","1,485,366","26,414,988,700","17,050","18,500","16,700","19,600","7,020","22,150","11,950",22.95,"6,838,670","1,000"
유진기업,"4,330",5,25,"4,355","1,516,826","6,653,690,920","4,395","4,450","4,295","5,390","2,700","5,660","3,050",15.92,"77,310,863",500
유진로봇,"2,260",2,10,"2,250","72,825","164,354,930","2,250","2,275","2,250","3,125","1,280","2,925","1,575",-4.77,"37,512,152",500
유진투자증권보통주,"4,020",5,660,"4,680","8,846,019","38,288,724,285","4,730","4,875","3,880","4,680","1,190","6,080","3,280",9.41,"96,866,418","5,000"
유진테크,"33,700",2,"1,050","32,650","379,917","12,609,558,750","32,700","33,900","32,150","34,250","11,100","42,400","22,900",131.13,"22,916,042",500
유투바이오,"10,000",5,"1,000","11,000",372,"3,720,000","10,000","10,000","10,000","17,050","7,740","12,650","9,350",0,"1,900,510",500
유티아이,"14,250",5,300,"14,550","315,818","4,547,549,550","14,700","14,800","14,200","24,650","7,000","18,900","10,200",44.95,"16,116,895",500
유틸렉스,"35,800",5,350,"36,150","147,375","5,348,324,250","36,150","37,300","35,600","78,300","34,150","46,950","25,350",-30.44,"14,920,468",500
유화증권보통주,"2,230",2,15,"2,215","47,183","104,906,425","2,250","2,250","2,215","13,000","2,110","2,875","1,555",22.53,"56,702,415","1,000"
육일씨엔에쓰,"3,655",5,60,"3,715","63,710","230,723,090","3,630","3,725","3,550","4,040","1,165","4,825","2,605",-4.38,"9,363,022",500
율호,"1,520",5,20,"1,540","514,197","782,600,920","1,540","1,550","1,500","2,070","1,060","2,000","1,080",-24.52,"36,676,928",500
이구산업보통주,"1,560",5,5,"1,565","216,988","339,819,975","1,565","1,575","1,555","1,865",761,"2,030","1,100",-15.6,"33,442,000",500
이그잭스,"1,440",2,10,"1,430","344,983","491,943,320","1,415","1,445","1,405","2,310","1,100","1,855","1,005",-102.86,"74,893,516",500
이글루시큐리티,"4,705",5,45,"4,750","22,768","107,419,890","4,695","4,780","4,675","5,110","3,360","6,170","3,325",22.3,"10,996,119",500
이글벳,"8,680",2,140,"8,540","1,380,869","12,051,975,360","8,580","8,900","8,490","10,650","3,240","11,100","5,980",86.8,"12,641,883",500
이노메트리,"27,400",2,750,"26,650","513,049","13,996,892,050","26,800","27,900","26,450","32,800","6,730","34,600","18,700",57.08,"9,650,216",500
이노션보통주,"51,800",2,100,"51,700","98,086","5,061,760,300","51,900","52,600","50,800","75,000","43,250","67,200","36,200",14.07,"20,000,000",500
이노와이어리스,"58,800",5,400,"59,200","506,466","30,374,668,700","59,600","61,900","57,600","59,200","26,100","76,900","41,500",26.85,"6,737,544",500
이노와이즈,"1,405",,0,"1,405",0,0,0,0,0,"6,800",750,"1,825",985,0,"30,810,174",500
이녹스,"10,450",2,400,"10,050","427,606","4,366,008,770","10,050","10,900","9,440","10,050","2,700","13,050","7,050",-7.86,"9,350,844",500
이녹스첨단소재,"51,000",5,900,"51,900","83,898","4,288,911,800","51,800","51,800","50,700","60,300","28,250","67,400","36,400",13.57,"9,502,493",500
이니텍,"4,645",2,20,"4,625","27,218","125,277,825","4,650","4,650","4,550","5,850","2,770","6,010","3,240",-10.28,"19,790,916",500
이디티,770,,0,770,0,0,0,0,0,"3,005",770,"1,000",539,-2.57,"26,144,727",100
이라이콤,"6,700",2,90,"6,610","246,879","1,691,715,660","6,610","7,130","6,450","6,610","2,260","8,590","4,630",-139.58,"12,188,730",500
이랜텍,"5,690",2,50,"5,640","1,521,352","8,500,908,360","5,580","5,700","5,440","7,100","2,480","7,330","3,950",9.96,"22,656,918",500
이루온,"1,430",5,40,"1,470","785,303","1,139,111,295","1,490","1,490","1,425","1,700",821,"1,910","1,030",71.5,"27,275,020",500
이리츠코크렙기업구조조정부동산투자회사보통주,"5,300",2,30,"5,270","42,514","224,940,870","5,300","5,310","5,260","7,840","4,415","6,850","3,690",,"63,341,590",500
이마트보통주,"122,000",2,"1,000","121,000","524,939","64,673,151,000","121,500","125,500","120,500","134,500","97,900","157,000","85,000",16.01,"27,875,819","5,000"
이매진아시아,"2,220",,0,"2,220",0,0,0,0,0,"2,220","2,220","2,885","1,555",-4.28,"43,778,171",500
이상네트웍스,"6,180",2,220,"5,960","17,685","110,439,820","5,870","6,550","5,870","7,890","5,530","7,740","4,180",5.82,"9,015,000",500
이수앱지스,"8,850",2,150,"8,700","700,985","6,173,822,830","8,670","8,950","8,590","8,700","3,620","11,300","6,090",-13.23,"26,625,292",500
이수페타시스보통주,"4,160",5,110,"4,270","690,462","2,877,632,550","4,250","4,300","4,110","4,705","1,785","5,550","2,990",-1.82,"41,268,398","1,000"
이수화학보통주,"9,100",2,130,"8,970","144,201","1,314,231,840","8,970","9,190","8,970","12,450","5,050","11,650","6,280",-19.87,"15,278,000","5,000"
이스트소프트,"6,400",5,20,"6,420","21,818","140,052,460","6,510","6,510","6,350","8,010","4,935","8,340","4,500",-5.32,"9,899,400",500
이십일스토어,"2,580",,0,"2,580",0,0,0,0,0,"3,060","2,510","2,965","2,195",,"3,112,607",500
이아이디보통주,249,2,4,245,"12,842,835","3,240,849,416",246,260,245,353,138,318,172,249,"553,342,542",200
이에스에이,295,,0,295,0,0,0,0,0,"5,140",295,383,207,-.38,"45,801,509",500
이엔에프테크놀로지,"46,950",5,"2,350","49,300","306,775","14,661,544,550","49,750","49,800","46,950","49,950","14,500","64,000","34,550",14.29,"14,257,836",500
이엔플러스보통주,"5,260",2,90,"5,170","873,070","4,591,957,490","5,170","5,390","5,150","12,300","3,200","6,720","3,620",-4.82,"39,324,219",500
이엘피,"11,450",2,200,"11,250","56,257","636,416,750","11,250","11,500","11,100","11,950","5,250","14,600","7,900",13.33,"4,910,500",500
이엠넷,"4,640",2,115,"4,525","88,752","405,532,200","4,540","4,665","4,500","4,525","2,190","5,880","3,170",14.41,"22,276,078",500
이엠앤아이,"1,585",,0,"1,585",0,0,0,0,0,"1,895",387,"999,999,999","-99,999,999",1.64,"22,424,515",500
이엠코리아,"5,120",5,80,"5,200","1,256,194","6,420,240,550","5,240","5,250","5,050","5,600","1,950","6,760","3,640",-11.66,"36,332,704",500
이엠텍,"14,800",5,300,"15,100","226,183","3,375,278,650","15,000","15,150","14,700","15,100","5,380","19,600","10,600",616.67,"16,060,936",500
이연제약보통주,"20,700",2,100,"20,600","469,964","9,786,698,000","20,350","21,500","20,050","20,600","7,200","26,750","14,450",57.66,"16,770,000",500
이오테크닉스,"122,500",5,"3,500","126,000","94,287","11,745,663,000","126,000","126,400","122,100","126,200","40,300","163,800","88,200",124.49,"12,319,550",500
이원컴포텍,"5,440",5,160,"5,600","211,125","1,143,936,970","5,690","5,690","5,340","18,800","2,390","7,280","3,920",33.37,"17,047,866",500
이즈미디어,"3,735",2,365,"3,370","819,182","2,985,110,810","3,370","3,800","3,330","6,020","2,070","4,380","2,360",-14.42,"7,077,100",500
이지바이오,"57,700",2,"3,300","54,400","391,545","23,165,598,000","55,100","62,700","55,000","61,200","15,200","70,700","38,100",,"2,286,728",500
이지웰,"16,600",5,150,"16,750","228,252","3,784,801,750","16,750","16,850","16,300","16,950","6,010","21,750","11,750",34.23,"11,693,179",500
이지홀딩스,"5,000",2,45,"4,955","1,784,319","8,961,530,630","4,960","5,140","4,930","7,270","2,230","6,440","3,470",128.21,"55,640,623",500
이큐셀,310,,0,310,0,0,0,0,0,"13,200",310,403,217,-.2,"60,136,203",500
이크레더블,"24,400",5,500,"24,900","18,292","451,487,500","24,850","25,350","24,400","25,900","15,200","32,350","17,450",21.52,"12,043,600",500
이트론,165,2,2,163,"1,250,023","203,302,138",163,165,161,457,109,211,115,-15,"349,598,748",200
이퓨쳐,"6,120",2,310,"5,810","223,876","1,352,750,950","6,000","6,250","5,880","8,220","3,650","7,550","4,070",16.06,"4,769,250",500
이화공영,"6,680",1,"1,540","5,140","18,718,925","120,863,054,430","6,240","6,680","6,040","6,740","2,400","6,680","3,600",477.14,"19,805,760",500
인바디,"17,050",5,300,"17,350","86,139","1,479,199,500","17,300","17,500","17,000","25,750","13,500","22,550","12,150",11.13,"13,683,782",500
인베니아,"1,770",2,5,"1,765","15,449","27,302,755","1,755","1,780","1,755","3,415","1,200","2,290","1,240",33.4,"23,200,000",500
인선이엔티,"10,750",2,50,"10,700","4,317,702","46,105,448,700","10,900","11,050","10,300","10,700","5,290","13,900","7,500",24.38,"38,391,282",500
인스코비보통주,"2,250",5,55,"2,305","1,478,014","3,315,753,120","2,300","2,305","2,210","4,120","1,850","2,995","1,615",-8.24,"98,630,240",500
인콘,858,5,14,872,"965,202","827,693,049",865,870,853,"1,945",610,"1,130",611,-3.03,"86,698,982",200
인크로스,"41,700",5,100,"41,800","132,842","5,582,747,600","41,800","43,150","41,400","42,550","11,350","54,300","29,300",33.63,"8,056,777",500
인터로조,"22,350",2,100,"22,250","53,089","1,176,963,600","22,300","22,450","22,000","28,450","17,200","28,900","15,600",14.55,"11,676,938",500
인터엠,"1,780",3,0,"1,780","66,256","117,814,925","1,780","1,790","1,765","2,865","1,350","2,310","1,250",-4.89,"21,045,467",500
인터지스보통주,"2,580",5,85,"2,665","407,830","1,059,654,745","2,670","2,695","2,550","2,965",847,"3,460","1,870",-2.71,"29,747,874",500
인터파크,"2,250",5,5,"2,255","944,740","2,111,937,225","2,255","2,275","2,220","2,640",942,"2,930","1,580",-25.28,"81,189,163",500
인터플렉스,"14,050",2,100,"13,950","198,982","2,797,131,000","14,050","14,250","13,900","17,700","7,160","18,100","9,800",-11.59,"23,327,472",500
인텔리안테크놀로지스,"29,250",5,350,"29,600","126,282","3,681,228,200","29,700","29,950","28,700","40,250","13,600","38,450","20,750",26.14,"7,561,338",500
인트로메딕,"2,190",3,0,"2,190","407,907","889,854,895","2,170","2,205","2,165","9,800","1,990","2,845","1,535",-2.32,"26,995,804",500
인트론바이오테크놀로지,"18,300",2,400,"17,900","1,209,503","21,688,804,000","17,550","18,350","17,300","18,250","8,600","23,250","12,550",-172.64,"31,357,086",500
인포마크,"5,950",5,120,"6,070","10,000","60,048,890","6,100","6,200","5,950","15,550","2,920","7,890","4,250",-2.04,"3,653,256",500
인포바인,"18,850",5,200,"19,050","1,958","36,837,250","19,050","19,050","18,550","22,350","16,200","24,750","13,350",4.56,"3,192,883",500
인포뱅크,"7,220",2,330,"6,890","999,481","7,401,140,730","7,010","8,160","6,990","8,080","3,670","8,950","4,830",72.93,"8,693,978",500
인프라웨어,"1,420",5,10,"1,430","133,458","190,298,735","1,425","1,440","1,405","1,850",899,"1,855","1,005",-7.76,"37,463,160",500
인피니트헬스케어,"6,990",3,0,"6,990","121,219","847,291,540","6,950","7,050","6,950","8,310","3,305","9,080","4,900",23.54,"24,396,458",500
일동제약보통주,"16,300",2,250,"16,050","126,572","2,047,651,150","15,900","16,550","15,900","19,000","9,280","20,850","11,250",-28.8,"23,803,285","1,000"
일동홀딩스보통주,"9,110",5,20,"9,130","38,965","356,057,050","9,160","9,310","9,050","12,350","6,610","11,850","6,400",-4.6,"11,540,400","1,000"
일성건설보통주,963,2,4,959,"98,737","95,018,659",960,968,950,"1,655",550,"1,245",672,32.1,"54,024,880",500
일성신약보통주,"85,300",2,"1,100","84,200","9,828","831,074,800","84,200","86,000","83,000","98,300","76,000","109,000","59,000",17.56,"2,660,000","5,000"
일신바이오베이스,"4,920",1,"1,135","3,785","104,703,552","483,382,793,060","3,860","4,920","3,820","3,875","1,230","4,920","2,650",45.14,"44,216,140",100
일신석재보통주,"2,340",2,20,"2,320","1,125,223","2,640,164,315","2,320","2,380","2,310","3,895","1,120","3,015","1,625",195,"77,456,610",500
일양약품보통주,"88,600",5,"2,300","90,900","739,702","66,680,507,200","91,900","92,300","87,100","97,600","19,350","118,000","63,700",161.68,"19,085,664","2,500"
일정실업보통주,"12,200",5,100,"12,300","7,338","89,009,900","12,500","12,500","12,000","19,200","8,560","15,950","8,650",-1.06,"1,200,000","5,000"
일지테크,"3,685",5,75,"3,760","482,834","1,793,270,970","3,715","3,775","3,680","6,830","1,410","4,885","2,635",-11.37,"13,513,500",500
일진다이아몬드 보통주,"67,400",2,400,"67,000","985,014","65,237,092,000","67,000","68,200","64,900","67,000","11,000","87,100","46,900",73.74,"14,202,975","1,000"
일진디스플레이보통주,"3,185",2,15,"3,170","227,651","728,774,785","3,130","3,265","3,130","6,130","1,890","4,120","2,220",-2.96,"28,314,440",500
일진머티리얼즈보통주,"55,400",5,900,"56,300","612,549","34,225,735,100","56,400","57,200","55,200","56,300","22,550","73,100","39,500",54.53,"46,110,835",500
일진전기 보통주,"3,050",2,220,"2,830","3,270,599","9,993,718,205","2,840","3,170","2,840","3,440","1,230","3,675","1,985",31.44,"37,080,390","1,000"
일진파워,"5,220",2,10,"5,210","91,892","482,418,060","5,210","5,340","5,180","5,990","3,400","6,770","3,650",6.53,"15,078,709",500
잇츠한불보통주,"27,550",2,300,"27,250","444,236","12,519,861,250","27,350","29,700","27,150","28,550","8,150","35,400","19,100",-102.8,"21,929,315",500
잉글우드랩,"4,870",5,100,"4,970","106,318","522,899,360","4,965","4,970","4,820","5,540","2,495","6,460","3,480",,"19,867,866",0
잉크테크,"3,320",2,45,"3,275","64,041","212,671,325","3,325","3,360","3,275","4,375","2,595","4,255","2,295",-18.76,"16,019,932",500
자비스,"2,170",2,290,"1,880","3,021,646","5,971,685,135","1,875","2,170","1,840","2,935",928,"2,440","1,320",-3.77,"20,303,476",100
자안,357,5,6,363,"1,870,967","672,667,130",363,364,357,"18,950",360,471,255,51,"141,278,275",100
자연과 환경,"1,735",2,65,"1,670","61,925,089","114,184,722,245","1,770","1,930","1,710","1,840",880,"2,170","1,170",-59.83,"53,149,357",500
자이글,"3,315",2,5,"3,310","19,158","63,769,240","3,310","3,470","3,300","9,380","1,650","4,300","2,320",-1.49,"13,530,910",500
장원테크,"1,505",2,20,"1,485","446,429","672,545,795","1,475","1,535","1,475","3,380","1,070","1,930","1,040",-8.91,"41,707,444",100
전우정밀,"5,010",,0,"5,010",0,0,0,0,0,"5,010","4,385","5,760","4,260",,"3,100,000",500
전진바이오팜,"8,570",5,210,"8,780","484,195","4,110,190,000","8,390","8,810","8,090","10,600","2,880","11,400","6,150",-27.82,"4,795,928",500
정다운,"3,315",5,40,"3,355","652,483","2,172,104,135","3,365","3,370","3,300","3,885","1,115","4,360","2,350",77.09,"20,529,824",100
정산애강,"1,915",5,20,"1,935","276,305","532,825,715","1,930","1,955","1,915","2,310","1,100","2,515","1,355",8.63,"51,794,579",500
정원엔시스,"1,740",2,55,"1,685","19,259","32,962,425","1,685","1,750","1,680","2,155","1,015","2,190","1,180",69.6,"32,209,292",500
제낙스,"3,190",,0,"3,190",0,0,0,0,0,"9,370","1,710","4,145","2,235",-6.7,"24,759,470",500
제너셈,"3,945",5,235,"4,180","307,498","1,216,150,515","4,070","4,135","3,880","4,750","1,935","5,430","2,930",10.72,"8,769,174",500
제넥신,"125,200",5,"1,400","126,600","576,158","72,651,040,500","126,000","128,700","124,700","131,500","43,050","164,500","88,700",-161.76,"23,835,397",500
제넨바이오,"3,420",2,80,"3,340","24,350,012","83,099,704,000","3,240","3,630","3,150","3,340",627,"4,340","2,340",-5.17,"93,891,679",100
제노레이,"11,450",5,300,"11,750","753,455","8,686,950,400","11,800","11,800","11,350","34,950","5,050","15,250","8,250",11.5,"14,553,844",500
제놀루션,"35,900",5,"2,650","38,550","298,666","10,956,365,800","36,650","38,350","35,050","45,600","5,030","50,100","27,000",-390.22,"4,703,590",500
제닉,"3,960",3,0,"3,960","26,717","105,683,995","4,045","4,045","3,920","5,550","2,010","5,140","2,775",-2.27,"7,000,000",500
제룡산업,"4,930",2,85,"4,845","48,629","238,813,505","4,840","4,950","4,840","6,950","3,150","6,290","3,395",19.33,"10,000,000",500
제룡전기,"5,530",2,30,"5,500","99,290","551,334,030","5,470","5,620","5,470","7,850","3,445","7,150","3,850",15.89,"16,062,409",500
제우스,"14,000",5,50,"14,050","196,137","2,741,622,400","14,200","14,400","13,700","16,200","5,980","18,250","9,850",10.3,"10,384,000",500
제이브이엠,"32,850",2,500,"32,350","62,099","2,051,367,500","32,350","33,600","32,350","38,800","12,250","42,050","22,650",33.08,"6,330,908",500
제이스텍,"9,280",2,70,"9,210","118,206","1,081,257,690","9,250","9,440","9,050","15,000","5,320","11,950","6,450",85.93,"14,597,808",500
제이앤티씨,"13,500",5,200,"13,700","582,820","7,866,641,550","13,600","13,700","13,350","14,950","4,900","17,800","9,600",7.98,"57,848,466",500
제이엔케이히터,"8,090",5,170,"8,260","3,974,242","32,442,210,710","8,350","8,390","8,010","8,830","2,370","10,700","5,790",22.66,"22,823,225",500
제이엘케이,"7,630",2,80,"7,550","328,914","2,514,150,120","7,510","7,770","7,510","9,000","3,830","9,810","5,290",-8.78,"15,014,737",100
제이엠아이,"1,060",2,5,"1,055","272,390","285,993,200","1,055","1,070","1,040","2,930",776,"1,370",740,-4.22,"32,579,342","1,000"
